county,county_fips,state,total_population,health_service_area_number,health_service_area,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
"Teller, Colorado, US",8119,Colorado,,,,8.30%,9.2,86.66,Low,2/24/22
"Washington, Colorado, US",8121,Colorado,,,,4.90%,11.1,203.75,High,2/24/22
"Weld, Colorado, US",8123,Colorado,,,,4.90%,11.1,183.36,Medium,2/24/22
"Yuma, Colorado, US",8125,Colorado,,,,4.90%,11.1,129.75,Medium,2/24/22
"Fairfield, Connecticut, US",9001,Connecticut,,,,3.40%,7.3,82.47,Low,2/24/22
"Hartford, Connecticut, US",9003,Connecticut,,,,3.90%,8.5,102.5,Low,2/24/22
"Litchfield, Connecticut, US",9005,Connecticut,,,,3.50%,9.7,110.91,Low,2/24/22
"Middlesex, Connecticut, US",9007,Connecticut,,,,3.50%,9.7,251.79,Medium,2/24/22
"New Haven, Connecticut, US",9009,Connecticut,,,,3.50%,9.7,100.26,Low,2/24/22
"New London, Connecticut, US",9011,Connecticut,,,,4.00%,6.9,198.34,Low,2/24/22
"Tolland, Connecticut, US",9013,Connecticut,,,,3.90%,8.5,105.49,Low,2/24/22
"Windham, Connecticut, US",9015,Connecticut,,,,3.90%,8.5,96.76,Low,2/24/22
"Kent, Delaware, US",10001,Delaware,,,,6.70%,11.9,149.35,Medium,2/24/22
"New Castle, Delaware, US",10003,Delaware,,,,4.60%,7.7,128.32,Low,2/24/22
"Sussex, Delaware, US",10005,Delaware,,,,6.70%,11.9,133.21,Medium,2/24/22
"District of Columbia, District of Columbia, US",11001,District of Columbia,,,,6.00%,5.7,92.81,Low,2/24/22
"Alachua, Florida, US",12001,Florida,,,,9.20%,43.9,237.88,High,2/24/22
"Baker, Florida, US",12003,Florida,,,,9.20%,23.6,280.73,High,2/24/22
"Bay, Florida, US",12005,Florida,,,,10.30%,16.7,208.92,High,2/24/22
"Bradford, Florida, US",12007,Florida,,,,9.20%,43.9,202.12,High,2/24/22
"Brevard, Florida, US",12009,Florida,,,,8.70%,9.6,218.63,Medium,2/24/22
"Broward, Florida, US",12011,Florida,,,,5.40%,10.4,136.42,Medium,2/24/22
"Calhoun, Florida, US",12013,Florida,,,,10.30%,16.7,141.79,Medium,2/24/22
"Charlotte, Florida, US",12015,Florida,,,,8.40%,22.6,248.8,High,2/24/22
"Citrus, Florida, US",12017,Florida,,,,12.30%,24.8,258.59,High,2/24/22
"Clay, Florida, US",12019,Florida,,,,9.20%,23.6,198.86,High,2/24/22
"Collier, Florida, US",12021,Florida,,,,6.70%,13.5,167.32,Medium,2/24/22
"Columbia, Florida, US",12023,Florida,,,,9.20%,43.9,259.46,High,2/24/22
"DeSoto, Florida, US",12027,Florida,,,,8.40%,22.6,197.36,High,2/24/22
"Dixie, Florida, US",12029,Florida,,,,9.20%,43.9,208.01,High,2/24/22
"Duval, Florida, US",12031,Florida,,,,9.20%,23.6,188.46,High,2/24/22
"Escambia, Florida, US",12033,Florida,,,,8.10%,16.6,171.84,Medium,2/24/22
"Flagler, Florida, US",12035,Florida,,,,7.40%,15.9,178.14,Medium,2/24/22
"Franklin, Florida, US",12037,Florida,,,,6.30%,15.4,148.45,Medium,2/24/22
"Gadsden, Florida, US",12039,Florida,,,,6.30%,15.4,186.16,Medium,2/24/22
"Gilchrist, Florida, US",12041,Florida,,,,9.20%,43.9,199.12,High,2/24/22
"Glades, Florida, US",12043,Florida,,,,6.70%,13.5,137.57,Medium,2/24/22
"Gulf, Florida, US",12045,Florida,,,,10.30%,16.7,161.3,Medium,2/24/22
"Hamilton, Florida, US",12047,Florida,,,,9.20%,43.9,117.83,High,2/24/22
"Hardee, Florida, US",12049,Florida,,,,9.20%,30.7,211.6,High,2/24/22
"Hendry, Florida, US",12051,Florida,,,,6.70%,13.5,114.23,Medium,2/24/22
"Hernando, Florida, US",12053,Florida,,,,5.60%,23.1,193.38,High,2/24/22
"Highlands, Florida, US",12055,Florida,,,,9.20%,30.7,279.61,High,2/24/22
"Hillsborough, Florida, US",12057,Florida,,,,5.60%,23.1,293.82,High,2/24/22
"Holmes, Florida, US",12059,Florida,,,,10.30%,16.7,209,High,2/24/22
"Indian River, Florida, US",12061,Florida,,,,8.70%,9.6,181.34,Low,2/24/22
"Jackson, Florida, US",12063,Florida,,,,10.30%,16.7,458.91,High,2/24/22
"Jefferson, Florida, US",12065,Florida,,,,6.30%,15.4,210.59,High,2/24/22
"Lafayette, Florida, US",12067,Florida,,,,9.20%,43.9,296.84,High,2/24/22
"Lake, Florida, US",12069,Florida,,,,7.40%,15.9,224.18,High,2/24/22
"Lee, Florida, US",12071,Florida,,,,6.70%,13.5,216.85,High,2/24/22
"Leon, Florida, US",12073,Florida,,,,6.30%,15.4,240.48,High,2/24/22
"Levy, Florida, US",12075,Florida,,,,9.20%,43.9,185.53,High,2/24/22
"Liberty, Florida, US",12077,Florida,,,,6.30%,15.4,143.64,Medium,2/24/22
"Madison, Florida, US",12079,Florida,,,,6.30%,15.4,205.48,High,2/24/22
"Manatee, Florida, US",12081,Florida,,,,8.70%,14.6,200.12,High,2/24/22
"Marion, Florida, US",12083,Florida,,,,12.30%,24.8,192.02,High,2/24/22
"Martin, Florida, US",12085,Florida,,,,4.80%,10.9,116.15,Medium,2/24/22
"Miami-Dade, Florida, US",12086,Florida,,,,5.40%,10.4,172.66,Medium,2/24/22
"Monroe, Florida, US",12087,Florida,,,,5.40%,10.4,146.84,Medium,2/24/22
"Nassau, Florida, US",12089,Florida,,,,9.20%,23.6,172.64,High,2/24/22
"Okaloosa, Florida, US",12091,Florida,,,,8.10%,16.6,210.21,High,2/24/22
"Okeechobee, Florida, US",12093,Florida,,,,4.80%,10.9,161.26,Medium,2/24/22
"Orange, Florida, US",12095,Florida,,,,7.40%,15.9,220.53,High,2/24/22
"Osceola, Florida, US",12097,Florida,,,,9.70%,10.6,246.97,High,2/24/22
"Palm Beach, Florida, US",12099,Florida,,,,4.80%,10.9,124.33,Medium,2/24/22
"Pasco, Florida, US",12101,Florida,,,,5.60%,23.1,198.57,High,2/24/22
"Pinellas, Florida, US",12103,Florida,,,,5.60%,23.1,214.56,High,2/24/22
"Polk, Florida, US",12105,Florida,,,,9.20%,30.7,210.55,High,2/24/22
"Putnam, Florida, US",12107,Florida,,,,10.70%,7.4,177.13,Medium,2/24/22
"St. Johns, Florida, US",12109,Florida,,,,10.70%,7.4,202.14,High,2/24/22
"St. Lucie, Florida, US",12111,Florida,,,,4.80%,10.9,141.34,Medium,2/24/22
"Santa Rosa, Florida, US",12113,Florida,,,,8.10%,16.6,237.1,High,2/24/22
"Sarasota, Florida, US",12115,Florida,,,,8.40%,22.6,289.57,High,2/24/22
"Seminole, Florida, US",12117,Florida,,,,7.40%,15.9,179.09,Medium,2/24/22
"Sumter, Florida, US",12119,Florida,,,,7.40%,15.9,262.8,High,2/24/22
"Suwannee, Florida, US",12121,Florida,,,,9.20%,43.9,238.65,High,2/24/22
"Taylor, Florida, US",12123,Florida,,,,6.30%,15.4,194.72,Medium,2/24/22
"Union, Florida, US",12125,Florida,,,,9.20%,43.9,269.08,High,2/24/22
"Volusia, Florida, US",12127,Florida,,,,7.40%,15.9,183.81,Medium,2/24/22
"Wakulla, Florida, US",12129,Florida,,,,6.30%,15.4,305.28,High,2/24/22
"Walton, Florida, US",12131,Florida,,,,8.10%,16.6,136.36,Medium,2/24/22
"Washington, Florida, US",12133,Florida,,,,10.30%,16.7,180.58,Medium,2/24/22
"Appling, Georgia, US",13001,Georgia,,,,5.00%,0,146.85,Low,2/24/22
"Atkinson, Georgia, US",13003,Georgia,,,,21.80%,25.5,367.42,High,2/24/22
"Bacon, Georgia, US",13005,Georgia,,,,16.10%,30.1,188.1,High,2/24/22
"Baker, Georgia, US",13007,Georgia,,,,16.60%,18.2,32.92,High,2/24/22
"Baldwin, Georgia, US",13009,Georgia,,,,2.50%,10.6,46.78,Medium,2/24/22
"Banks, Georgia, US",13011,Georgia,,,,16.40%,21.2,213.16,High,2/24/22
"Barrow, Georgia, US",13013,Georgia,,,,11.80%,18.2,68.48,Medium,2/24/22
"Bartow, Georgia, US",13015,Georgia,,,,10.90%,16.6,202.34,High,2/24/22
"Ben Hill, Georgia, US",13017,Georgia,,,,10.40%,18.7,113.77,Medium,2/24/22
"Berrien, Georgia, US",13019,Georgia,,,,16.60%,27.7,61.87,High,2/24/22
"Bibb, Georgia, US",13021,Georgia,,,,6.80%,15.3,104.47,Medium,2/24/22
"Bleckley, Georgia, US",13023,Georgia,,,,6.80%,15.3,62.15,Medium,2/24/22
"Brantley, Georgia, US",13025,Georgia,,,,9.20%,23.6,245.96,High,2/24/22
"Brooks, Georgia, US",13027,Georgia,,,,16.60%,27.7,84.1,High,2/24/22
"Bryan, Georgia, US",13029,Georgia,,,,7.10%,9.1,126.18,Low,2/24/22
"Bulloch, Georgia, US",13031,Georgia,,,,10.80%,23.6,104.26,High,2/24/22
"Burke, Georgia, US",13033,Georgia,,,,11.10%,11.4,58.08,Medium,2/24/22
"Butts, Georgia, US",13035,Georgia,,,,18.50%,24,100.26,High,2/24/22
"Calhoun, Georgia, US",13037,Georgia,,,,16.60%,18.2,113.1,High,2/24/22
"Camden, Georgia, US",13039,Georgia,,,,9.20%,23.6,157.32,High,2/24/22
"Candler, Georgia, US",13043,Georgia,,,,10.80%,23.6,194.39,High,2/24/22
"Carroll, Georgia, US",13045,Georgia,,,,5.60%,20.8,95.84,High,2/24/22
"Catoosa, Georgia, US",13047,Georgia,,,,10.40%,17.3,165.73,Medium,2/24/22
"Charlton, Georgia, US",13049,Georgia,,,,9.20%,23.6,373.36,High,2/24/22
"Chatham, Georgia, US",13051,Georgia,,,,7.10%,9.1,134.4,Low,2/24/22
"Chattahoochee, Georgia, US",13053,Georgia,,,,12.50%,15.8,73.35,Medium,2/24/22
"Chattooga, Georgia, US",13055,Georgia,,,,10.90%,16.6,254.14,High,2/24/22
"Cherokee, Georgia, US",13057,Georgia,,,,12.60%,15.7,85.02,Medium,2/24/22
"Clarke, Georgia, US",13059,Georgia,,,,11.80%,18.2,72.47,Medium,2/24/22
"Clay, Georgia, US",13061,Georgia,,,,16.60%,18.2,0,High,2/24/22
"Clayton, Georgia, US",13063,Georgia,,,,8.50%,9.7,93.41,Low,2/24/22
"Clinch, Georgia, US",13065,Georgia,,,,16.10%,30.1,317.32,High,2/24/22
"Cobb, Georgia, US",13067,Georgia,,,,12.60%,15.7,97.61,Medium,2/24/22
"Coffee, Georgia, US",13069,Georgia,,,,21.80%,25.5,353.57,High,2/24/22
"Colquitt, Georgia, US",13071,Georgia,,,,12.60%,54.8,109.65,High,2/24/22
"Columbia, Georgia, US",13073,Georgia,,,,11.10%,11.4,101.46,Medium,2/24/22
"Cook, Georgia, US",13075,Georgia,,,,16.60%,27.7,57.9,High,2/24/22
"Coweta, Georgia, US",13077,Georgia,,,,9.30%,13,80.8,Medium,2/24/22
"Crawford, Georgia, US",13079,Georgia,,,,6.80%,15.3,56.43,Medium,2/24/22
"Crisp, Georgia, US",13081,Georgia,,,,12.80%,8.1,62.58,Medium,2/24/22
"Dade, Georgia, US",13083,Georgia,,,,10.40%,17.3,254.41,High,2/24/22
"Dawson, Georgia, US",13085,Georgia,,,,16.40%,21.2,122.57,High,2/24/22
"Decatur, Georgia, US",13087,Georgia,,,,7.40%,14.9,348.43,High,2/24/22
"DeKalb, Georgia, US",13089,Georgia,,,,8.50%,9.7,124.33,Low,2/24/22
"Dodge, Georgia, US",13091,Georgia,,,,12.90%,18.7,29.12,Medium,2/24/22
"Dooly, Georgia, US",13093,Georgia,,,,12.80%,8.1,89.62,Medium,2/24/22
"Dougherty, Georgia, US",13095,Georgia,,,,16.60%,18.2,76.17,High,2/24/22
"Douglas, Georgia, US",13097,Georgia,,,,12.60%,15.7,76.53,Medium,2/24/22
"Early, Georgia, US",13099,Georgia,,,,16.60%,18.2,68.69,High,2/24/22
"Echols, Georgia, US",13101,Georgia,,,,16.60%,27.7,99.85,High,2/24/22
"Effingham, Georgia, US",13103,Georgia,,,,7.10%,9.1,82.43,Low,2/24/22
"Elbert, Georgia, US",13105,Georgia,,,,4.80%,6.9,41.68,Low,2/24/22
"Emanuel, Georgia, US",13107,Georgia,,,,10.80%,23.6,128.06,High,2/24/22
"Evans, Georgia, US",13109,Georgia,,,,7.10%,9.1,225.27,Medium,2/24/22
"Fannin, Georgia, US",13111,Georgia,,,,16.40%,13.2,103.1,High,2/24/22
"Fayette, Georgia, US",13113,Georgia,,,,8.50%,9.7,161.68,Low,2/24/22
"Floyd, Georgia, US",13115,Georgia,,,,10.90%,16.6,126.91,Medium,2/24/22
"Forsyth, Georgia, US",13117,Georgia,,,,8.50%,9.7,78.2,Low,2/24/22
"Franklin, Georgia, US",13119,Georgia,,,,9.30%,10.6,64.24,Medium,2/24/22
"Fulton, Georgia, US",13121,Georgia,,,,8.50%,9.7,103.01,Low,2/24/22
"Gilmer, Georgia, US",13123,Georgia,,,,16.40%,13.2,274.16,High,2/24/22
"Glascock, Georgia, US",13125,Georgia,,,,11.10%,11.4,100.98,Medium,2/24/22
"Glynn, Georgia, US",13127,Georgia,,,,9.20%,23.6,262.63,High,2/24/22
"Gordon, Georgia, US",13129,Georgia,,,,10.90%,16.6,327.8,High,2/24/22
"Grady, Georgia, US",13131,Georgia,,,,7.70%,9.9,166.44,Low,2/24/22
"Greene, Georgia, US",13133,Georgia,,,,11.80%,18.2,98.23,Medium,2/24/22
"Gwinnett, Georgia, US",13135,Georgia,,,,8.50%,9.7,100.93,Low,2/24/22
"Habersham, Georgia, US",13137,Georgia,,,,16.40%,21.2,207.38,High,2/24/22
"Hall, Georgia, US",13139,Georgia,,,,16.40%,21.2,109.57,High,2/24/22
"Hancock, Georgia, US",13141,Georgia,,,,2.50%,10.6,82.77,Medium,2/24/22
"Haralson, Georgia, US",13143,Georgia,,,,5.60%,20.8,60.42,High,2/24/22
"Harris, Georgia, US",13145,Georgia,,,,12.50%,15.8,62.44,Medium,2/24/22
"Hart, Georgia, US",13147,Georgia,,,,9.30%,10.6,49.61,Medium,2/24/22
"Heard, Georgia, US",13149,Georgia,,,,9.30%,13,83.87,Medium,2/24/22
"Henry, Georgia, US",13151,Georgia,,,,8.50%,9.7,138.98,Low,2/24/22
"Houston, Georgia, US",13153,Georgia,,,,6.80%,15.3,122.89,Medium,2/24/22
"Irwin, Georgia, US",13155,Georgia,,,,10.40%,18.7,95.58,Medium,2/24/22
"Jackson, Georgia, US",13157,Georgia,,,,11.80%,18.2,117.85,Medium,2/24/22
"Jasper, Georgia, US",13159,Georgia,,,,18.50%,23,112.53,High,2/24/22
"Jeff Davis, Georgia, US",13161,Georgia,,,,21.80%,25.5,238.17,High,2/24/22
"Jefferson, Georgia, US",13163,Georgia,,,,7.70%,25.2,97.64,High,2/24/22
"Jenkins, Georgia, US",13165,Georgia,,,,11.10%,11.4,23.05,Medium,2/24/22
"Johnson, Georgia, US",13167,Georgia,,,,12.90%,18.7,82.96,Medium,2/24/22
"Jones, Georgia, US",13169,Georgia,,,,6.80%,15.3,55.68,Medium,2/24/22
"Lamar, Georgia, US",13171,Georgia,,,,12.70%,10.9,78.63,Medium,2/24/22
"Lanier, Georgia, US",13173,Georgia,,,,16.60%,27.7,57.57,High,2/24/22
"Laurens, Georgia, US",13175,Georgia,,,,12.90%,18.7,94.65,Medium,2/24/22
"Lee, Georgia, US",13177,Georgia,,,,16.60%,18.2,116.7,High,2/24/22
"Liberty, Georgia, US",13179,Georgia,,,,7.10%,9.1,107.43,Low,2/24/22
"Lincoln, Georgia, US",13181,Georgia,,,,11.10%,11.4,25.25,Medium,2/24/22
"Long, Georgia, US",13183,Georgia,,,,7.10%,9.1,40.9,Low,2/24/22
"Lowndes, Georgia, US",13185,Georgia,,,,16.60%,27.7,109.88,High,2/24/22
"Lumpkin, Georgia, US",13187,Georgia,,,,16.40%,21.2,113.06,High,2/24/22
"McDuffie, Georgia, US",13189,Georgia,,,,11.10%,11.4,75.08,Medium,2/24/22
"McIntosh, Georgia, US",13191,Georgia,,,,9.20%,23.6,139.1,High,2/24/22
"Macon, Georgia, US",13193,Georgia,,,,12.80%,8.1,84.96,Medium,2/24/22
"Madison, Georgia, US",13195,Georgia,,,,11.80%,18.2,70.28,Medium,2/24/22
"Marion, Georgia, US",13197,Georgia,,,,12.50%,15.8,23.93,Medium,2/24/22
"Meriwether, Georgia, US",13199,Georgia,,,,9.30%,13,89.76,Medium,2/24/22
"Miller, Georgia, US",13201,Georgia,,,,7.40%,14.9,174.89,Medium,2/24/22
"Mitchell, Georgia, US",13205,Georgia,,,,7.70%,9.9,137.22,Low,2/24/22
"Monroe, Georgia, US",13207,Georgia,,,,6.80%,15.3,105.16,Medium,2/24/22
"Montgomery, Georgia, US",13209,Georgia,,,,12.90%,18.7,228.96,High,2/24/22
"Morgan, Georgia, US",13211,Georgia,,,,11.80%,18.2,191.95,Medium,2/24/22
"Murray, Georgia, US",13213,Georgia,,,,21.50%,13.8,281.82,High,2/24/22
"Muscogee, Georgia, US",13215,Georgia,,,,12.50%,15.8,67.94,Medium,2/24/22
"Newton, Georgia, US",13217,Georgia,,,,18.50%,23,106.49,High,2/24/22
"Oconee, Georgia, US",13219,Georgia,,,,11.80%,18.2,52.14,Medium,2/24/22
"Oglethorpe, Georgia, US",13221,Georgia,,,,11.80%,18.2,26.21,Medium,2/24/22
"Paulding, Georgia, US",13223,Georgia,,,,12.60%,15.7,82.41,Medium,2/24/22
"Peach, Georgia, US",13225,Georgia,,,,6.80%,15.3,101.65,Medium,2/24/22
"Pickens, Georgia, US",13227,Georgia,,,,12.60%,15.7,251.6,High,2/24/22
"Pierce, Georgia, US",13229,Georgia,,,,16.10%,30.1,416.13,High,2/24/22
"Pike, Georgia, US",13231,Georgia,,,,12.70%,10.9,268.96,High,2/24/22
"Polk, Georgia, US",13233,Georgia,,,,10.90%,16.6,117.34,Medium,2/24/22
"Pulaski, Georgia, US",13235,Georgia,,,,6.80%,15.3,17.96,Medium,2/24/22
"Putnam, Georgia, US",13237,Georgia,,,,2.50%,10.6,49.73,Medium,2/24/22
"Quitman, Georgia, US",13239,Georgia,,,,11.90%,20.9,43.5,High,2/24/22
"Rabun, Georgia, US",13241,Georgia,,,,5.00%,11.7,140.05,Medium,2/24/22
"Randolph, Georgia, US",13243,Georgia,,,,16.60%,18.2,132.78,High,2/24/22
"Richmond, Georgia, US",13245,Georgia,,,,11.10%,11.4,103.2,Medium,2/24/22
"Rockdale, Georgia, US",13247,Georgia,,,,8.50%,9.7,90.21,Low,2/24/22
"Schley, Georgia, US",13249,Georgia,,,,12.50%,15.8,304.36,High,2/24/22
"Screven, Georgia, US",13251,Georgia,,,,10.80%,23.6,14.32,High,2/24/22
"Seminole, Georgia, US",13253,Georgia,,,,7.40%,14.9,49.44,Medium,2/24/22
"Spalding, Georgia, US",13255,Georgia,,,,18.50%,24,77.96,High,2/24/22
"Stephens, Georgia, US",13257,Georgia,,,,9.30%,10.6,165.86,Medium,2/24/22
"Stewart, Georgia, US",13259,Georgia,,,,12.50%,15.8,755.17,High,2/24/22
"Sumter, Georgia, US",13261,Georgia,,,,12.80%,8.1,162.58,Medium,2/24/22
"Talbot, Georgia, US",13263,Georgia,,,,12.50%,15.8,129.14,Medium,2/24/22
"Taliaferro, Georgia, US",13265,Georgia,,,,11.10%,11.4,65.06,Medium,2/24/22
"Tattnall, Georgia, US",13267,Georgia,,,,7.10%,9.1,170.05,Low,2/24/22
"Taylor, Georgia, US",13269,Georgia,,,,6.80%,15.3,112.22,Medium,2/24/22
"Telfair, Georgia, US",13271,Georgia,,,,12.90%,18.7,69.36,Medium,2/24/22
"Terrell, Georgia, US",13273,Georgia,,,,16.60%,18.2,128.94,High,2/24/22
"Thomas, Georgia, US",13275,Georgia,,,,7.70%,9.9,143.98,Low,2/24/22
"Tift, Georgia, US",13277,Georgia,,,,10.40%,18.7,103.34,Medium,2/24/22
"Toombs, Georgia, US",13279,Georgia,,,,12.90%,18.7,234.81,High,2/24/22
"Towns, Georgia, US",13281,Georgia,,,,16.40%,21.2,224.31,High,2/24/22
"Treutlen, Georgia, US",13283,Georgia,,,,12.90%,18.7,159.4,Medium,2/24/22
"Troup, Georgia, US",13285,Georgia,,,,9.30%,13,60.07,Medium,2/24/22
"Turner, Georgia, US",13287,Georgia,,,,10.40%,18.7,237.95,High,2/24/22
"Twiggs, Georgia, US",13289,Georgia,,,,6.80%,15.3,61.58,Medium,2/24/22
"Union, Georgia, US",13291,Georgia,,,,16.40%,21.2,126.47,High,2/24/22
"Upson, Georgia, US",13293,Georgia,,,,12.70%,10.9,144.38,Medium,2/24/22
"Walker, Georgia, US",13295,Georgia,,,,10.40%,17.3,197.82,Medium,2/24/22
"Walton, Georgia, US",13297,Georgia,,,,8.50%,9.7,89.86,Low,2/24/22
"Ware, Georgia, US",13299,Georgia,,,,16.10%,30.1,402.98,High,2/24/22
"Warren, Georgia, US",13301,Georgia,,,,11.10%,11.4,76.13,Medium,2/24/22
"Washington, Georgia, US",13303,Georgia,,,,7.70%,25.2,98.16,High,2/24/22
"Wayne, Georgia, US",13305,Georgia,,,,5.00%,0,163.73,Low,2/24/22
"Webster, Georgia, US",13307,Georgia,,,,12.50%,15.8,230.15,High,2/24/22
"Wheeler, Georgia, US",13309,Georgia,,,,12.90%,18.7,76.38,Medium,2/24/22
"White, Georgia, US",13311,Georgia,,,,16.40%,21.2,126.63,High,2/24/22
"Whitfield, Georgia, US",13313,Georgia,,,,21.50%,13.8,256.15,High,2/24/22
"Wilcox, Georgia, US",13315,Georgia,,,,12.80%,8.1,138.97,Medium,2/24/22
"Wilkes, Georgia, US",13317,Georgia,,,,4.80%,6.9,40.91,Low,2/24/22
"Wilkinson, Georgia, US",13319,Georgia,,,,6.80%,15.3,55.84,Medium,2/24/22
"Worth, Georgia, US",13321,Georgia,,,,16.60%,18.2,74.09,High,2/24/22
"Hawaii, Hawaii, US",15001,Hawaii,,,,5.40%,9.4,198.5,Low,2/24/22
"Honolulu, Hawaii, US",15003,Hawaii,,,,6.20%,11.6,135.55,Medium,2/24/22
"Kalawao, Hawaii, US",15005,Hawaii,,,,6.20%,11.6,0,Medium,2/24/22
"Kauai, Hawaii, US",15007,Hawaii,,,,3.60%,4.1,280.8,Medium,2/24/22
"Maui, Hawaii, US",15009,Hawaii,,,,6.20%,11.6,169.04,Medium,2/24/22
"Ada, Idaho, US",16001,Idaho,,,,14.90%,11.7,1166.35,High,2/24/22
"Adams, Idaho, US",16003,Idaho,,,,5.30%,5.8,232.88,Medium,2/24/22
"Bannock, Idaho, US",16005,Idaho,,,,9.50%,12.3,126.41,Medium,2/24/22
"Bear Lake, Idaho, US",16007,Idaho,,,,6.30%,14.8,32.65,Medium,2/24/22
"Benewah, Idaho, US",16009,Idaho,,,,14.50%,19.5,107.55,Medium,2/24/22
"Bingham, Idaho, US",16011,Idaho,,,,9.50%,12.3,66.22,Medium,2/24/22
"Blaine, Idaho, US",16013,Idaho,,,,4.80%,0,894.84,Medium,2/24/22
"Boise, Idaho, US",16015,Idaho,,,,14.90%,11.7,127.7,Medium,2/24/22
"Bonner, Idaho, US",16017,Idaho,,,,14.50%,19.5,209.89,High,2/24/22
"Bonneville, Idaho, US",16019,Idaho,,,,7.00%,9.9,99.11,Low,2/24/22
"Boundary, Idaho, US",16021,Idaho,,,,14.50%,19.5,196,Medium,2/24/22
"Butte, Idaho, US",16023,Idaho,,,,7.00%,9.9,77.01,Low,2/24/22
"Camas, Idaho, US",16025,Idaho,,,,4.80%,0,180.83,Low,2/24/22
"Canyon, Idaho, US",16027,Idaho,,,,14.90%,11.7,622.58,High,2/24/22
"Caribou, Idaho, US",16029,Idaho,,,,9.50%,12.3,153.74,Medium,2/24/22
"Cassia, Idaho, US",16031,Idaho,,,,8.70%,6.7,366.21,Medium,2/24/22
"Clark, Idaho, US",16033,Idaho,,,,7.00%,9.9,118.34,Low,2/24/22
"Clearwater, Idaho, US",16035,Idaho,,,,8.90%,9.5,114.21,Low,2/24/22
"Custer, Idaho, US",16037,Idaho,,,,7.00%,9.9,0,Low,2/24/22
"Elmore, Idaho, US",16039,Idaho,,,,14.90%,11.7,1352.19,High,2/24/22
"Franklin, Idaho, US",16041,Idaho,,,,6.30%,14.8,86.48,Medium,2/24/22
"Fremont, Idaho, US",16043,Idaho,,,,7.00%,9.9,53.44,Low,2/24/22
"Gem, Idaho, US",16045,Idaho,,,,14.90%,11.7,309.19,High,2/24/22
"Gooding, Idaho, US",16047,Idaho,,,,13.60%,8.3,843.27,High,2/24/22
"Idaho, Idaho, US",16049,Idaho,,,,8.90%,9.5,36,Low,2/24/22
"Jefferson, Idaho, US",16051,Idaho,,,,7.00%,9.9,56.91,Low,2/24/22
"Jerome, Idaho, US",16053,Idaho,,,,13.60%,8.3,589.87,High,2/24/22
"Kootenai, Idaho, US",16055,Idaho,,,,14.50%,19.5,177.43,Medium,2/24/22
"Latah, Idaho, US",16057,Idaho,,,,3.40%,2.2,99.73,Low,2/24/22
"Lemhi, Idaho, US",16059,Idaho,,,,0.00%,0,74.75,Low,2/24/22
"Lewis, Idaho, US",16061,Idaho,,,,8.90%,9.5,182.39,Low,2/24/22
"Lincoln, Idaho, US",16063,Idaho,,,,13.60%,8.3,745.43,High,2/24/22
"Madison, Idaho, US",16065,Idaho,,,,7.00%,9.9,70.16,Low,2/24/22
"Minidoka, Idaho, US",16067,Idaho,,,,8.70%,6.7,518.09,Medium,2/24/22
"Nez Perce, Idaho, US",16069,Idaho,,,,8.90%,9.5,185.61,Low,2/24/22
"Oneida, Idaho, US",16071,Idaho,,,,9.50%,12.3,154.49,Medium,2/24/22
"Owyhee, Idaho, US",16073,Idaho,,,,14.90%,11.7,312.95,High,2/24/22
"Payette, Idaho, US",16075,Idaho,,,,5.30%,5.8,425.87,Medium,2/24/22
"Power, Idaho, US",16077,Idaho,,,,9.50%,12.3,78.11,Medium,2/24/22
"Shoshone, Idaho, US",16079,Idaho,,,,14.50%,19.5,170.78,Medium,2/24/22
"Teton, Idaho, US",16081,Idaho,,,,7.00%,9.9,123.54,Low,2/24/22
"Twin Falls, Idaho, US",16083,Idaho,,,,13.60%,8.3,750.48,High,2/24/22
"Valley, Idaho, US",16085,Idaho,,,,14.90%,11.7,263.34,High,2/24/22
"Washington, Idaho, US",16087,Idaho,,,,5.30%,5.8,519.91,Medium,2/24/22
"Adams, Illinois, US",17001,Illinois,,,,5.30%,22.3,236.88,High,2/24/22
"Alexander, Illinois, US",17003,Illinois,,,,7.90%,9.4,34.72,Low,2/24/22
"Bond, Illinois, US",17005,Illinois,,,,8.30%,8.8,79.14,Low,2/24/22
"Boone, Illinois, US",17007,Illinois,,,,6.30%,9.7,153.15,Low,2/24/22
"Brown, Illinois, US",17009,Illinois,,,,4.10%,10.8,228.03,High,2/24/22
"Bureau, Illinois, US",17011,Illinois,,,,3.50%,12,119.53,Medium,2/24/22
"Calhoun, Illinois, US",17013,Illinois,,,,8.30%,8.8,126.61,Low,2/24/22
"Carroll, Illinois, US",17015,Illinois,,,,4.00%,5.2,510.31,Medium,2/24/22
"Cass, Illinois, US",17017,Illinois,,,,4.10%,10.8,172.88,Medium,2/24/22
"Champaign, Illinois, US",17019,Illinois,,,,5.50%,11.5,185.99,Medium,2/24/22
"Christian, Illinois, US",17021,Illinois,,,,4.10%,10.8,368.38,High,2/24/22
"Clark, Illinois, US",17023,Illinois,,,,7.50%,15.9,265.53,High,2/24/22
"Clay, Illinois, US",17025,Illinois,,,,4.40%,6.7,303.4,Medium,2/24/22
"Clinton, Illinois, US",17027,Illinois,,,,4.80%,8.2,138.44,Low,2/24/22
